CD_CVM,DENOM_CIA,receita,ESCALA_MOEDA,lucro_liquido,setor
021520,MULTINER S/A,172205.0,MIL,-44057.0,
023272,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,219742.0,MIL,344378.0,"Construção Civil, Mat. Constr. e Decoração"
025500,BEMOBI MOBILE TECH S.A.,1498065.0,MIL,120163.0,Comunicação e Informática
025348,ELFA MEDICAMENTOS S.A.,5565261.0,MIL,-134025.0,Serviços Médicos
022560,INBRANDS S.A.,449802.0,MIL,-46840.0,Têxtil e Vestuário
021342,OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,64419.0,MIL,-1591264.0,Emp. Adm. Part. - Sem Setor Principal
025534,OCEANPACT SERVIÇOS MARITIMOS S.A.,1721058.0,MIL,-15598.0,Petróleo e Gás
025798,KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.,1254533.0,MIL,58695.0,"Construção Civil, Mat. Constr. e Decoração"
023426,SERENA GERAÇÃO S.A.,3765867.0,MIL,684430.0,Emp. Adm. Part. - Energia Elétrica
025712,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,14774369.0,MIL,666434.0,Emp. Adm. Part. - Sem Setor Principal
025976,YUNY INCORPORADORA HOLDING S.A.,247624.0,MIL,-27185.0,
023248,ANIMA HOLDING S.A.,3801379.0,MIL,204444.0,Educação
022519,TECHNOS S.A.,400280.0,MIL,64833.0,Comércio (Atacado e Varejo)
024112,AZUL S.A.,19526208.0,MIL,-9151371.0,Emp. Adm. Part. - Serviços Transporte e Logística
021610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",10572738.0,MIL,4576691.0,Bolsas de Valores/Mercadorias e Futuros
025569,ELETROMIDIA S.A.,1187207.0,MIL,145762.0,
026514,ASA BRANCA HOLDING S.A.,99048.0,MIL,-38290.0,Emp. Adm. Part. - Energia Elétrica
027375,BRASIL BIOFUELS S.A.,608446.0,MIL,-448307.0,Energia Elétrica
026271,ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,3108856.0,MIL,266765.0,"Saneamento, Serv. Água e Gás"
024279,INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.,462103.0,MIL,58480.0,"Construção Civil, Mat. Constr. e Decoração"
025852,W2W E-COMMERCE DE VINHOS S.A.,792763.0,MIL,-40780.0,Comércio (Atacado e Varejo)
025399,NEOGRID PARTICIPAÇÕES S.A.,274098.0,MIL,-33816.0,
027839,CPX DISTRIBUIDORA S.A.,2391950.0,MIL,88279.0,Comércio (Atacado e Varejo)
022691,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,8503476.0,MIL,834795.0,
025437,URBA DESENVOLVIMENTO URBANO S.A.,251596.0,MIL,2643.0,"Construção Civil, Mat. Constr. e Decoração"
022187,PRIO S.A.,14360653.0,MIL,10301606.0,Petróleo e Gás
025860,BRBI BR PARTNERS S.A,364822.0,MIL,193670.0,Emp. Adm. Part. - Bancos
023310,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,1420763.0,MIL,-103341.0,Hospedagem e Turismo
025704,BOA SAFRA SEMENTES S.A.,1841052.0,MIL,160508.0,Alimentos
023604,YOU INC INCORPORADORA E PARTICIPAÇÕES S.A,1139569.0,MIL,-4301.0,"Construção Civil, Mat. Constr. e Decoração"
025550,ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.,903473.0,MIL,74476.0,"Saneamento, Serv. Água e Gás"
022497,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,1580459.0,MIL,15063.0,Seguradoras e Corretoras
021067,MOURA DUBEUX ENGENHARIA S/A,1570024.0,MIL,251054.0,"Construção Civil, Mat. Constr. e Decoração"
025291,BRAVA ENERGIA S.A.,8726361.0,MIL,-909691.0,Petróleo e Gás
026123,ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.,6227227.0,MIL,-717425.0,Serviços Médicos
025046,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,2160645.0,MIL,25857.0,Comércio (Atacado e Varejo)
025119,MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,1028992.0,MIL,136833.0,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração"
025682,CM HOSPITALAR S.A,11583371.0,MIL,-1415491.0,Comércio (Atacado e Varejo)
025283,AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.,1516484.0,MIL,-934083.0,"Máquinas, Equipamentos, Veículos e Peças"
024961,AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,6413676.0,MIL,-172178.0,"Saneamento, Serv. Água e Gás"
022675,HIDROVIAS DO BRASIL S.A.,1352406.0,MIL,-621699.0,Serviços Transporte e Logística
024694,GRUPO SBF S.A.,7151714.0,MIL,535834.0,Comércio (Atacado e Varejo)
025879,KORA SAÚDE PARTICIPAÇÕES S.A.,2268230.0,MIL,-168454.0,Serviços Médicos
022586,MLOG S.A.,274999.0,MIL,-41070.0,Emp. Adm. Part. - Sem Setor Principal
024317,ZAMP SA,4556360.0,MIL,-191319.0,Alimentos
023957,SUGOI S.A.,-12594.0,MIL,-85595.0,
026379,MADERO INDÚSTRIA E COMÉRCIO S.A.,2045616.0,MIL,219120.0,Alimentos
025232,MÉLIUZ S.A.,365018.0,MIL,-11334.0,Comunicação e Informática
025887,ARANDU INVESTIMENTOS S.A.,60084.0,MIL,33665.0,Emp. Adm. Part. - Intermediação Financeira
025321,GRANBIO INVESTIMENTOS S.A.,6097.0,MIL,-3166.0,
027316,"BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A",148615.0,MIL,-23829.0,Telecomunicações
025402,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,162982.0,MIL,135524.0,"Construção Civil, Mat. Constr. e Decoração"
027553,ENGELHART CTP (BRASIL) S.A.,19361261.0,MIL,428848.0,
012696,SANSUY S.A. INDUSTRIA DE PLASTICOS,944820.0,MIL,-21253.0,Petroquímicos e Borracha
023620,CBO HOLDING S.A.,1981051.0,MIL,44795.0,Emp. Adm. Part. - Petróleo e Gás
021156,J. MACEDO S.A.,3104919.0,MIL,352248.0,Alimentos
027260,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,954878.0,MIL,5074.0,Serviços Transporte e Logística
003069,CIA FERRO LIGAS DA BAHIA - FERBASA,2236704.0,MIL,327754.0,Metalurgia e Siderurgia
027642,EQUIPAV SANEAMENTO S.A.,14212394.0,MIL,2627553.0,"Saneamento, Serv. Água e Gás"
025542,CVLB BRASIL S.A EM RECUPERAÇÃO JUDICAL,2232796.0,MIL,-111611.0,Comércio (Atacado e Varejo)
008745,METANOR SA METANOL DO NE,419327.0,MIL,30622.0,Petroquímicos e Borracha
013986,SUZANO S.A.,47403282.0,MIL,-7044706.0,Papel e Celulose
022349,AZZAS 2154 S.A.,8379753.0,MIL,338549.0,Têxtil e Vestuário
021350,DIRECIONAL ENGENHARIA S.A.,3348470.0,MIL,727668.0,"Construção Civil, Mat. Constr. e Decoração"
019739,LOCALIZA RENT A CAR S.A.,37271558.0,MIL,1813310.0,Serviços Transporte e Logística
025690,HOSPITAL MATER DEI S.A.,2226001.0,MIL,-323904.0,Serviços Médicos
025275,ALPHAVILLE S.A.,678829.0,MIL,85202.0,"Construção Civil, Mat. Constr. e Decoração"
027111,XP INVESTIMENTOS S.A.,7091220.0,MIL,422317.0,
025259,ENJOEI S.A.,265221.0,MIL,-23935.0,Comércio (Atacado e Varejo)
002453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,39819620.0,MIL,7119287.0,Energia Elétrica
005983,FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL,1344.0,MIL,-9872.0,Têxtil e Vestuário
001325,BCO MERCANTIL DO BRASIL S.A.,5913694.0,MIL,510618.0,Bancos
003077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,1036777.0,MIL,110590.0,Têxtil e Vestuário
019445,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,7878006.0,MIL,1316920.0,"Saneamento, Serv. Água e Gás"
023574,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2224984.0,MIL,-76278.0,Alimentos
026760,TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.,5014989.0,MIL,267102.0,Comércio (Atacado e Varejo)
027820,GRUPO SALTA EDUCAÇÃO S.A.,2204231.0,MIL,76384.0,Emp. Adm. Part. - Educação
025836,DOTZ S.A.,154016.0,MIL,-16487.0,Comunicação e Informática
025089,PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,3322608.0,MIL,-42756.0,
025933,HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.,2191955.0,MIL,27342.0,
024236,PRINER SERVIÇOS INDUSTRIAIS S.A.,1100583.0,MIL,27817.0,"Construção Civil, Mat. Constr. e Decoração"
026565,HOLDING DO ARAGUAIA S.A.,937565.0,MIL,26726.0,Serviços Transporte e Logística
027103,CHINA THREE GORGES BRASIL ENERGIA S.A.,5818065.0,MIL,2275981.0,Energia Elétrica
025909,EMCCAMP RESIDENCIAL S.A.,904674.0,MIL,77180.0,"Construção Civil, Mat. Constr. e Decoração"
003395,COMPANHIA INDUSTRIAL CATAGUASES,316150.0,MIL,23257.0,Têxtil e Vestuário
025330,ALLIED TECNOLOGIA S.A.,5521381.0,MIL,145532.0,Comércio (Atacado e Varejo)
023507,OUROFINO S.A.,1024792.0,MIL,134329.0,Comércio (Atacado e Varejo)
027057,VITRU EDUCAÇÃO S.A.,2141809.0,MIL,288752.0,Educação
026417,OLIVEIRA TRUST S.A.,295530.0,MIL,103558.0,
025658,AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,4612367.0,MIL,-3020012.0,Comércio (Atacado e Varejo)
004081,CIA TECIDOS SANTANENSE EM RECUPERAÇÃO JUDICIAL,35551.0,MIL,-161364.0,
023825,MOVIDA PARTICIPACOES SA,13481270.0,MIL,231493.0,Serviços Transporte e Logística
025127,COMPASS GÁS E ENERGIA S.A.,18383448.0,MIL,2122454.0,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás"
027804,TERP GLBL BRASIL I PARTICIPAÇÕES S.A.,335932.0,MIL,149387.0,Emp. Adm. Part. - Energia Elétrica
003158,CIA TECIDOS NORTE DE MINAS COTEMINAS,470295.0,MIL,-780032.0,
080225,ALMACENES ÉXITO S.A.,28934575.0,MIL,313728.0,
025305,PATRIMAR ENGENHARIA S.A.,1464532.0,MIL,35152.0,"Construção Civil, Mat. Constr. e Decoração"
024716,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",4699312.0,MIL,380974.0,Serviços Transporte e Logística
025194,ALARES INTERNET PARTICIPAÇÕES S/A,753596.0,MIL,-100516.0,Emp. Adm. Part. - Telecomunicações
027677,ATOM EDUCAÇÃO E EDITORA S.A.,34365.0,MIL,459.0,Educação
025070,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,2589397.0,MIL,390565.0,"Construção Civil, Mat. Constr. e Decoração"
024830,BRK AMBIENTAL PARTICIPAÇÕES S.A.,4294721.0,MIL,7443.0,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás"
024120,ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A,1084954.0,MIL,522963.0,Emp. Adm. Part. - Energia Elétrica
026204,BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.,405265.0,MIL,14108.0,Brinquedos e Lazer
025186,GRUPO MATEUS S.A.,32085428.0,MIL,1334894.0,Emp. Adm. Part. - Comércio (Atacado e Varejo)
025771,HOSPITAL CARE CALEDONIA S.A.,2097792.0,MIL,-179712.0,Serviços Médicos
026280,COMERC ENERGIA S.A.,4089224.0,MIL,189625.0,Energia Elétrica
026077,ECONOMATICA S.A.,44015.0,MIL,-86775.0,Comunicação e Informática
025062,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,1549299.0,MIL,392456.0,"Construção Civil, Mat. Constr. e Decoração"
025445,MPM CORPÓREOS S.A.,1029771.0,MIL,1648.0,Serviços Médicos
027197,TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.,247074.0,MIL,-91764.0,Serviços Transporte e Logística
022012,"MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.",1575405.0,MIL,285188.0,Serviços Transporte e Logística
027340,CONSTRUTORA METROCASA S.A.,892233.0,MIL,221204.0,"Construção Civil, Mat. Constr. e Decoração"
027880,HIGHLINE BRASIL II INFRAESTRUTURA DE TELECOMUNICAÇÕES S.A.,588420.0,MIL,-221636.0,Telecomunicações
001155,BANESTES S.A. - BCO EST ESPIRITO SANTO,4626262.0,MIL,428634.0,Bancos
024589,ENERGISA TRANSMISSÃO DE ENERGIA S/A,1589546.0,MIL,338834.0,Emp. Adm. Part. - Energia Elétrica
026620,AUREN ENERGIA S.A.,8059951.0,MIL,271869.0,Energia Elétrica
013781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,508888.0,MIL,-32922.0,Emp. Adm. Part. - Sem Setor Principal
026956,OCEÂNICA ENGENHARIA E CONSULTORIA S.A.,1103636.0,MIL,-296000.0,Emp. Adm. Part. - Petróleo e Gás
025844,TEGRA INCORPORADORA S.A.,1294214.0,MIL,2227.0,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração"
013366,HAGA S.A. INDUSTRIA E COMERCIO,29529985.0,UNIDADE,2563841.0,Metalurgia e Siderurgia
024597,CELEO REDES TRANSMISSÃO DE ENERGIA S.A.,154939.0,MIL,40405.0,Emp. Adm. Part. - Energia Elétrica
025461,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,811197.0,MIL,-164081.0,Comércio (Atacado e Varejo)
026409,VERO S.A.,1660862.0,MIL,-23287.0,Telecomunicações
027227,ORIGEM ENERGIA S.A.,1484842.0,MIL,-512341.0,Petróleo e Gás
027332,HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.,267762.0,MIL,566366.0,Energia Elétrica
021202,VIX LOGÍSTICA S.A.,3874770.0,MIL,119348.0,Serviços Transporte e Logística
024783,NATURA &CO HOLDING S.A.,24089804.0,MIL,-8929680.0,
009512,PETROLEO BRASILEIRO S.A. PETROBRAS,490829000.0,MIL,37009000.0,Petróleo e Gás
007811,JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL,166984.0,MIL,-224400.0,"Construção Civil, Mat. Constr. e Decoração"
006505,GRUPO CASAS BAHIA S.A.,27206000.0,MIL,-1045000.0,Comércio (Atacado e Varejo)
004030,CIA SIDERURGICA NACIONAL,43687460.0,MIL,-1538141.0,Metalurgia e Siderurgia
020028,VALID SOLUÇÕES S.A.,2171344.0,MIL,379649.0,Comunicação e Informática
026247,WILSON SONS S.A.,2925895.0,MIL,488612.0,
006700,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,162733.0,MIL,81134.0,Hospedagem e Turismo
011070,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,3123742.0,MIL,129380.0,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças"
018465,ULTRAPAR PARTICIPACOES S.A.,133498913.0,MIL,2525900.0,Emp. Adm. Part. - Petróleo e Gás
024180,IRB - BRASIL RESSEGUROS S.A.,6057974.0,MIL,805740.0,Seguradoras e Corretoras
010880,SONDOTECNICA ENGENHARIA SOLOS S.A.,197944.0,MIL,14903.0,"Construção Civil, Mat. Constr. e Decoração"
009989,REFINARIA DE PETROLEOS MANGUINHOS S.A.,6983506.0,MIL,-1041119.0,Petróleo e Gás
025917,RAÍZEN S.A.,220454239.0,MIL,614133.0,Comércio (Atacado e Varejo)
011231,TEKNO S.A. - INDUSTRIA E COMERCIO,301033.0,MIL,50411.0,
003328,AXIA ENERGIA NORDESTE S.A.,8043530.0,MIL,2914646.0,Energia Elétrica
004170,VALE S.A.,206005000.0,MIL,30431000.0,Extração Mineral
003980,GERDAU S.A.,67026656.0,MIL,4599062.0,Metalurgia e Siderurgia
024805,VIVARA PARTICIPAÇÕES S.A.,2577113417.0,UNIDADE,653393946.0,Comércio (Atacado e Varejo)
011592,UNIPAR CARBOCLORO S.A.,5431599.0,MIL,557118.0,Petroquímicos e Borracha
024295,VIBRA ENERGIA S/A,172272000.0,MIL,6367000.0,Comércio (Atacado e Varejo)
027707,AUTOMOB PARTICIPAÇÕES S.A.,12240032.0,MIL,-105482.0,Serviços Transporte e Logística
025380,EZ INC INCORPORAÇÕES S.A.,49782.0,MIL,-3429.0,"Construção Civil, Mat. Constr. e Decoração"
027499,BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.,1097526.0,MIL,-15224.0,Telecomunicações
023302,QUALITY SOFTWARE S.A.,67771322.0,UNIDADE,25746166.0,Emp. Adm. Part. - Comunicação e Informática
027251,INSPIRALI EDUCAÇÃO S.A.,3153185.0,MIL,467458.0,Educação
023817,BRQ SOLUCOES EM INFORMATICA S.A.,581866.0,MIL,62996.0,Comunicação e Informática
025640,AUREN PARTICIPAÇÕES S.A.,3877643.0,MIL,-319071.0,Energia Elétrica
026328,AUSTRAVIAS S.A.,430678.0,MIL,-15732.0,Emp. Adm. Part. - Serviços Transporte e Logística
025720,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,195994.0,MIL,-450264.0,Energia Elétrica
027545,ASSURUÁ 4 E 5 HOLDING ENERGIA S.A.,550981.0,MIL,-43464.0,Emp. Adm. Part. - Energia Elétrica
025747,INFRACOMMERCE CXAAS S.A.,1065320.0,MIL,-1756143.0,Comércio (Atacado e Varejo)
026832,ANEMUS WIND HOLDING S.A.,157508.0,MIL,-156796.0,
027154,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,275850.0,MIL,-65303.0,Energia Elétrica
025674,HMOBI PARTICIPAÇÕES S.A.,1171317.0,MIL,377582.0,Emp. Adm. Part. - Sem Setor Principal
027073,SOLVI ESSENCIS AMBIENTAL S.A.,2683194.0,MIL,222999.0,"Saneamento, Serv. Água e Gás"
026000,TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,68332.0,MIL,7332.0,"Agricultura (Açúcar, Álcool e Cana)"
027006,RIO ALTO STL HOLDING I S.A.,126053.0,MIL,-254781.0,
027014,SOLAR BEBIDAS S.A.,11511909.0,MIL,1646494.0,Bebidas e Fumo
026646,CANTU STORE S.A.,2600558.0,MIL,83729.0,Emp. Adm. Part. - Comércio (Atacado e Varejo)
026352,RODOVIAS DO BRASIL HOLDING S.A.,1336565.0,MIL,192884.0,Emp. Adm. Part. - Serviços Transporte e Logística
004820,BRASKEM S.A.,77411000.0,MIL,-12052000.0,Petroquímicos e Borracha
020710,LOG-IN LOGISTICA INTERMODAL S.A.,2795756.0,MIL,53703.0,Serviços Transporte e Logística
023590,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,1257265.0,MIL,296766.0,Seguradoras e Corretoras
015458,EMBPAR PARTICIPAÇÕES S/A,24373.0,MIL,-6790.0,Emp. Adm. Part. - Sem Setor Principal
026441,SERENA ENERGIA S.A.,4124980.0,MIL,297423.0,Emp. Adm. Part. - Energia Elétrica
024058,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,1216992.0,MIL,-111202.0,Serviços Médicos
020524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2157292.0,MIL,131518.0,"Construção Civil, Mat. Constr. e Decoração"
027243,CLI SUL S.A.,745598.0,MIL,57107.0,Serviços Transporte e Logística
014443,CIA SANEAMENTO BASICO EST SAO PAULO,36145477.0,MIL,9579563.0,"Saneamento, Serv. Água e Gás"
026506,LUPO S.A.,1546501.0,MIL,173362.0,Comércio (Atacado e Varejo)
024848,C&A MODAS S.A.,7636539.0,MIL,452478.0,Têxtil e Vestuário
025763,VITTIA S.A.,786619.0,MIL,75304.0,"Agricultura (Açúcar, Álcool e Cana)"
020346,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,10153623.0,MIL,122813.0,Comércio (Atacado e Varejo)
027162,UNIDAS LOCADORA S.A.,4177442.0,MIL,1551.0,Serviços Transporte e Logística
000701,BIOMA EDUCAÇÃO S.A.,354632.0,MIL,-74340.0,Emp. Adm. Part. - Educação
027618,PORTO SAÚDE PARTICIPAÇÕES S.A.,6532163.0,MIL,353417.0,Emp. Adm. Part. - Serviços médicos
014826,CIA BRASILEIRA DE DISTRIBUICAO,18790000.0,MIL,-2403000.0,Comércio (Atacado e Varejo)
022470,MAGAZINE LUIZA S.A.,38038068.0,MIL,448717.0,Comércio (Atacado e Varejo)
020877,HELBOR EMPREENDIMENTOS S.A.,1270376.0,MIL,163020.0,"Construção Civil, Mat. Constr. e Decoração"
021440,VESTE S.A. ESTILO,1111555.0,MIL,665.0,Emp. Adm. Part. - Comércio (Atacado e Varejo)
027995,PLATÃO CAPITAL S.A.,12432.0,MIL,-59727.0,Emp. Adm. Part. - Energia Elétrica
012190,BOMBRIL S.A. - EM RECUPERAÇÃO JUDICIAL,1597786.0,MIL,-1552216.0,Farmacêutico e Higiene
019836,COSAN S.A.,43950742.0,MIL,-8161766.0,"Agricultura (Açúcar, Álcool e Cana)"
011762,VULCABRAS S.A.,3048578.0,MIL,569867.0,Têxtil e Vestuário
021334,NUTRIPLANT INDUSTRIA E COMERCIO S.A.,200267.0,MIL,10276.0,"Agricultura (Açúcar, Álcool e Cana)"
027715,EPR INFRAESTRUTURA PR S.A.,983315.0,MIL,280075.0,Serviços Transporte e Logística
020494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,1064876.0,MIL,370706.0,Comércio (Atacado e Varejo)
027600,PORTO SERVIÇO S.A,2265091.0,MIL,221200.0,Emp. Adm. Part. - Sem Setor Principal
020516,SAO MARTINHO S.A.,6891738.0,MIL,1476279.0,"Agricultura (Açúcar, Álcool e Cana)"
013471,PLASCAR PARTICIPACOES INDUSTRIAIS S.A.,1131800.0,MIL,-109995.0,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças"
027626,AZEVEDO & TRAVASSOS ENERGIA S.A.,2198.0,MIL,-38651.0,Petróleo e Gás
022020,JSL S.A.,9056258.0,MIL,207312.0,Serviços Transporte e Logística
019992,TOTVS S.A.,5224007.0,MIL,735443.0,Comunicação e Informática
027766,UNIÃO PET PARTICIPAÇÕES S.A.,2737927.0,MIL,116793.0,Comércio (Atacado e Varejo)
005770,EUCATEX S.A. INDUSTRIA E COMERCIO,2857809.0,MIL,197999.0,"Construção Civil, Mat. Constr. e Decoração"
007510,ROMI S.A.,1220011.0,MIL,114964.0,"Máquinas, Equipamentos, Veículos e Peças"
020125,BRADSAÚDE S.A.,2281192.0,MIL,539133.0,Serviços Médicos
024627,BLAU FARMACÊUTICA S.A.,1754376.0,MIL,213525.0,Farmacêutico e Higiene
014346,WHIRLPOOL S.A.,12931658.0,MIL,910783.0,"Máquinas, Equipamentos, Veículos e Peças"
025208,TRACK & FIELD CO S.A.,831759.0,MIL,117753.0,Têxtil e Vestuário
026034,GRUPO MULTILASER S.A.,3388498.0,MIL,-321233.0,Comunicação e Informática
