NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Ano (Código),Ano,Variável (Código),Variável,Classificação Nacional de Atividades Econômicas (CNAE 2.0) (Código),Classificação Nacional de Atividades Econômicas (CNAE 2.0),Faixas de pessoal ocupado assalariado (Código),Faixas de pessoal ocupado assalariado
1,Brasil,2,%,60.57692,1,Brasil,2017,2017,13239,Taxa de 5 anos de sobrevivência,117861,S Outras atividades de serviços,46281,10 a 49 pessoas
1,Brasil,2,%,68.42105,1,Brasil,2017,2017,13239,Taxa de 5 anos de sobrevivência,117861,S Outras atividades de serviços,73113,50 ou mais pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13239,Taxa de 5 anos de sobrevivência,117888,T Serviços domésticos,9504,Total
1,Brasil,2,%,-,1,Brasil,2017,2017,13239,Taxa de 5 anos de sobrevivência,117888,T Serviços domésticos,9502,1 a 9 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13239,Taxa de 5 anos de sobrevivência,117888,T Serviços domésticos,46281,10 a 49 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13239,Taxa de 5 anos de sobrevivência,117888,T Serviços domésticos,73113,50 ou mais pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13239,Taxa de 5 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,9504,Total
1,Brasil,2,%,-,1,Brasil,2017,2017,13239,Taxa de 5 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,9502,1 a 9 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13239,Taxa de 5 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,46281,10 a 49 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13239,Taxa de 5 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,271565,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117897,Total,9504,Total
1,Brasil,1020,Unidades,251626,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117897,Total,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,18195,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117897,Total,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,1744,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117897,Total,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,2468,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9504,Total
1,Brasil,1020,Unidades,2089,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9502,1 a 9 pessoas
1,Brasil,1020,Unidades,328,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",46281,10 a 49 pessoas
1,Brasil,1020,Unidades,51,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",73113,50 ou mais pessoas
1,Brasil,1020,Unidades,392,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,116880,B Indústrias extrativas,9504,Total
1,Brasil,1020,Unidades,335,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,116880,B Indústrias extrativas,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,54,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,116880,B Indústrias extrativas,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,3,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,116880,B Indústrias extrativas,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,21710,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,116910,C Indústrias de transformação,9504,Total
1,Brasil,1020,Unidades,19350,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,116910,C Indústrias de transformação,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,2122,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,116910,C Indústrias de transformação,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,238,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,116910,C Indústrias de transformação,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,99,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117296,D Eletricidade e gás,9504,Total
1,Brasil,1020,Unidades,82,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117296,D Eletricidade e gás,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,13,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117296,D Eletricidade e gás,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,4,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117296,D Eletricidade e gás,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,758,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9504,Total
1,Brasil,1020,Unidades,667,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9502,1 a 9 pessoas
1,Brasil,1020,Unidades,81,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",46281,10 a 49 pessoas
1,Brasil,1020,Unidades,10,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",73113,50 ou mais pessoas
1,Brasil,1020,Unidades,18444,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117329,F Construção,9504,Total
1,Brasil,1020,Unidades,15990,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117329,F Construção,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,2191,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117329,F Construção,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,263,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117329,F Construção,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,110867,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117363,G Comércio; reparação de veículos automotores e motocicletas,9504,Total
1,Brasil,1020,Unidades,105753,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117363,G Comércio; reparação de veículos automotores e motocicletas,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,4832,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117363,G Comércio; reparação de veículos automotores e motocicletas,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,282,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117363,G Comércio; reparação de veículos automotores e motocicletas,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,14113,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117484,"H Transporte, armazenagem e correio",9504,Total
1,Brasil,1020,Unidades,13092,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117484,"H Transporte, armazenagem e correio",9502,1 a 9 pessoas
1,Brasil,1020,Unidades,897,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117484,"H Transporte, armazenagem e correio",46281,10 a 49 pessoas
1,Brasil,1020,Unidades,124,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117484,"H Transporte, armazenagem e correio",73113,50 ou mais pessoas
1,Brasil,1020,Unidades,27594,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117543,I Alojamento e alimentação,9504,Total
1,Brasil,1020,Unidades,24850,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117543,I Alojamento e alimentação,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,2611,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117543,I Alojamento e alimentação,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,133,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117543,I Alojamento e alimentação,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,5086,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117555,J Informação e comunicação,9504,Total
1,Brasil,1020,Unidades,4721,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117555,J Informação e comunicação,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,321,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117555,J Informação e comunicação,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,44,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117555,J Informação e comunicação,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,3139,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117608,"K Atividades financeiras, de seguros e serviços relacionados",9504,Total
1,Brasil,1020,Unidades,2969,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117608,"K Atividades financeiras, de seguros e serviços relacionados",9502,1 a 9 pessoas
1,Brasil,1020,Unidades,160,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117608,"K Atividades financeiras, de seguros e serviços relacionados",46281,10 a 49 pessoas
1,Brasil,1020,Unidades,10,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117608,"K Atividades financeiras, de seguros e serviços relacionados",73113,50 ou mais pessoas
1,Brasil,1020,Unidades,3581,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117666,L Atividades imobiliárias,9504,Total
1,Brasil,1020,Unidades,3432,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117666,L Atividades imobiliárias,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,140,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117666,L Atividades imobiliárias,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,9,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117666,L Atividades imobiliárias,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,15239,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117673,"M Atividades profissionais, científicas e técnicas",9504,Total
1,Brasil,1020,Unidades,14379,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117673,"M Atividades profissionais, científicas e técnicas",9502,1 a 9 pessoas
1,Brasil,1020,Unidades,779,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117673,"M Atividades profissionais, científicas e técnicas",46281,10 a 49 pessoas
1,Brasil,1020,Unidades,81,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117673,"M Atividades profissionais, científicas e técnicas",73113,50 ou mais pessoas
1,Brasil,1020,Unidades,17046,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117714,N Atividades administrativas e serviços complementares,9504,Total
1,Brasil,1020,Unidades,14618,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117714,N Atividades administrativas e serviços complementares,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,2053,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117714,N Atividades administrativas e serviços complementares,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,375,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117714,N Atividades administrativas e serviços complementares,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,2,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117774,"O Administração pública, defesa e seguridade social",9504,Total
1,Brasil,1020,Unidades,2,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117774,"O Administração pública, defesa e seguridade social",9502,1 a 9 pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117774,"O Administração pública, defesa e seguridade social",46281,10 a 49 pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117774,"O Administração pública, defesa e seguridade social",73113,50 ou mais pessoas
1,Brasil,1020,Unidades,6234,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117788,P Educação,9504,Total
1,Brasil,1020,Unidades,5438,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117788,P Educação,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,730,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117788,P Educação,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,66,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117788,P Educação,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,14375,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117810,Q Saúde humana e serviços sociais,9504,Total
1,Brasil,1020,Unidades,14027,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117810,Q Saúde humana e serviços sociais,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,323,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117810,Q Saúde humana e serviços sociais,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,25,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117810,Q Saúde humana e serviços sociais,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,3917,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117838,"R Artes, cultura, esporte e recreação",9504,Total
1,Brasil,1020,Unidades,3565,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117838,"R Artes, cultura, esporte e recreação",9502,1 a 9 pessoas
1,Brasil,1020,Unidades,337,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117838,"R Artes, cultura, esporte e recreação",46281,10 a 49 pessoas
1,Brasil,1020,Unidades,15,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117838,"R Artes, cultura, esporte e recreação",73113,50 ou mais pessoas
1,Brasil,1020,Unidades,6501,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117861,S Outras atividades de serviços,9504,Total
1,Brasil,1020,Unidades,6267,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117861,S Outras atividades de serviços,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,223,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117861,S Outras atividades de serviços,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,11,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117861,S Outras atividades de serviços,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117888,T Serviços domésticos,9504,Total
1,Brasil,1020,Unidades,-,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117888,T Serviços domésticos,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117888,T Serviços domésticos,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117888,T Serviços domésticos,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117892,U Organismos internacionais e outras instituições extraterritoriais,9504,Total
1,Brasil,1020,Unidades,-,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117892,U Organismos internacionais e outras instituições extraterritoriais,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117892,U Organismos internacionais e outras instituições extraterritoriais,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2018,2018,13234,Número de nascimentos de empresas empregadoras,117892,U Organismos internacionais e outras instituições extraterritoriais,73113,50 ou mais pessoas
1,Brasil,2,%,74.43743,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117897,Total,9504,Total
1,Brasil,2,%,73.23091,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117897,Total,9502,1 a 9 pessoas
1,Brasil,2,%,89.44215,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117897,Total,46281,10 a 49 pessoas
1,Brasil,2,%,91.97248,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117897,Total,73113,50 ou mais pessoas
1,Brasil,2,%,73.62237,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9504,Total
1,Brasil,2,%,71.80469,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9502,1 a 9 pessoas
1,Brasil,2,%,82.92683,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",46281,10 a 49 pessoas
1,Brasil,2,%,88.23529,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",73113,50 ou mais pessoas
1,Brasil,2,%,77.55102,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,116880,B Indústrias extrativas,9504,Total
1,Brasil,2,%,75.52239,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,116880,B Indústrias extrativas,9502,1 a 9 pessoas
1,Brasil,2,%,88.88889,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,116880,B Indústrias extrativas,46281,10 a 49 pessoas
1,Brasil,2,%,100.00000,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,116880,B Indústrias extrativas,73113,50 ou mais pessoas
1,Brasil,2,%,77.02902,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,116910,C Indústrias de transformação,9504,Total
1,Brasil,2,%,75.16279,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,116910,C Indústrias de transformação,9502,1 a 9 pessoas
1,Brasil,2,%,91.84731,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,116910,C Indústrias de transformação,46281,10 a 49 pessoas
1,Brasil,2,%,96.63866,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,116910,C Indústrias de transformação,73113,50 ou mais pessoas
1,Brasil,2,%,82.82828,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117296,D Eletricidade e gás,9504,Total
1,Brasil,2,%,80.48780,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117296,D Eletricidade e gás,9502,1 a 9 pessoas
1,Brasil,2,%,92.30769,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117296,D Eletricidade e gás,46281,10 a 49 pessoas
1,Brasil,2,%,100.00000,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117296,D Eletricidade e gás,73113,50 ou mais pessoas
1,Brasil,2,%,73.21900,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9504,Total
1,Brasil,2,%,70.76462,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9502,1 a 9 pessoas
1,Brasil,2,%,91.35802,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",46281,10 a 49 pessoas
1,Brasil,2,%,90.00000,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",73113,50 ou mais pessoas
1,Brasil,2,%,66.06484,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117329,F Construção,9504,Total
1,Brasil,2,%,63.80863,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117329,F Construção,9502,1 a 9 pessoas
1,Brasil,2,%,80.05477,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117329,F Construção,46281,10 a 49 pessoas
1,Brasil,2,%,86.69202,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117329,F Construção,73113,50 ou mais pessoas
1,Brasil,2,%,74.12666,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,9504,Total
1,Brasil,2,%,73.29343,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,9502,1 a 9 pessoas
1,Brasil,2,%,91.49421,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,46281,10 a 49 pessoas
1,Brasil,2,%,89.00709,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,73113,50 ou mais pessoas
1,Brasil,2,%,73.10281,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117484,"H Transporte, armazenagem e correio",9504,Total
1,Brasil,2,%,71.67736,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117484,"H Transporte, armazenagem e correio",9502,1 a 9 pessoas
1,Brasil,2,%,91.08138,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117484,"H Transporte, armazenagem e correio",46281,10 a 49 pessoas
1,Brasil,2,%,93.54839,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117484,"H Transporte, armazenagem e correio",73113,50 ou mais pessoas
1,Brasil,2,%,71.39233,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117543,I Alojamento e alimentação,9504,Total
1,Brasil,2,%,69.14286,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117543,I Alojamento e alimentação,9502,1 a 9 pessoas
1,Brasil,2,%,91.76561,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117543,I Alojamento e alimentação,46281,10 a 49 pessoas
1,Brasil,2,%,91.72932,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117543,I Alojamento e alimentação,73113,50 ou mais pessoas
1,Brasil,2,%,78.31302,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117555,J Informação e comunicação,9504,Total
1,Brasil,2,%,77.18704,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117555,J Informação e comunicação,9502,1 a 9 pessoas
1,Brasil,2,%,92.83489,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117555,J Informação e comunicação,46281,10 a 49 pessoas
1,Brasil,2,%,93.18182,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117555,J Informação e comunicação,73113,50 ou mais pessoas
1,Brasil,2,%,76.99904,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",9504,Total
1,Brasil,2,%,76.45672,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",9502,1 a 9 pessoas
1,Brasil,2,%,87.50000,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",46281,10 a 49 pessoas
1,Brasil,2,%,70.00000,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",73113,50 ou mais pessoas
1,Brasil,2,%,76.09606,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117666,L Atividades imobiliárias,9504,Total
1,Brasil,2,%,75.61189,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117666,L Atividades imobiliárias,9502,1 a 9 pessoas
1,Brasil,2,%,87.14286,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117666,L Atividades imobiliárias,46281,10 a 49 pessoas
1,Brasil,2,%,88.88889,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117666,L Atividades imobiliárias,73113,50 ou mais pessoas
1,Brasil,2,%,75.94330,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",9504,Total
1,Brasil,2,%,75.19994,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",9502,1 a 9 pessoas
1,Brasil,2,%,88.18999,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",46281,10 a 49 pessoas
1,Brasil,2,%,90.12346,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",73113,50 ou mais pessoas
1,Brasil,2,%,75.72451,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117714,N Atividades administrativas e serviços complementares,9504,Total
1,Brasil,2,%,73.04693,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117714,N Atividades administrativas e serviços complementares,9502,1 a 9 pessoas
1,Brasil,2,%,91.32976,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117714,N Atividades administrativas e serviços complementares,46281,10 a 49 pessoas
1,Brasil,2,%,94.66667,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117714,N Atividades administrativas e serviços complementares,73113,50 ou mais pessoas
1,Brasil,2,%,50.00000,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117774,"O Administração pública, defesa e seguridade social",9504,Total
1,Brasil,2,%,50.00000,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117774,"O Administração pública, defesa e seguridade social",9502,1 a 9 pessoas
1,Brasil,2,%,-,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117774,"O Administração pública, defesa e seguridade social",46281,10 a 49 pessoas
1,Brasil,2,%,-,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117774,"O Administração pública, defesa e seguridade social",73113,50 ou mais pessoas
1,Brasil,2,%,80.67052,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117788,P Educação,9504,Total
1,Brasil,2,%,78.88930,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117788,P Educação,9502,1 a 9 pessoas
1,Brasil,2,%,92.87671,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117788,P Educação,46281,10 a 49 pessoas
1,Brasil,2,%,92.42424,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117788,P Educação,73113,50 ou mais pessoas
1,Brasil,2,%,85.55130,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117810,Q Saúde humana e serviços sociais,9504,Total
1,Brasil,2,%,85.32830,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117810,Q Saúde humana e serviços sociais,9502,1 a 9 pessoas
1,Brasil,2,%,94.11765,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117810,Q Saúde humana e serviços sociais,46281,10 a 49 pessoas
1,Brasil,2,%,100.00000,1,Brasil,2018,2018,13235,Taxa de 1 ano de sobrevivência,117810,Q Saúde humana e serviços sociais,73113,50 ou mais pessoas
