NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Ano (Código),Ano,Variável (Código),Variável,Classificação Nacional de Atividades Econômicas (CNAE 2.0) (Código),Classificação Nacional de Atividades Econômicas (CNAE 2.0),Faixas de pessoal ocupado assalariado (Código),Faixas de pessoal ocupado assalariado
1,Brasil,2,%,65.04065,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117296,D Eletricidade e gás,9502,1 a 9 pessoas
1,Brasil,2,%,76.19048,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117296,D Eletricidade e gás,46281,10 a 49 pessoas
1,Brasil,2,%,100.00000,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117296,D Eletricidade e gás,73113,50 ou mais pessoas
1,Brasil,2,%,60.65375,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9504,Total
1,Brasil,2,%,57.79310,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9502,1 a 9 pessoas
1,Brasil,2,%,81.52174,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",46281,10 a 49 pessoas
1,Brasil,2,%,77.77778,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",73113,50 ou mais pessoas
1,Brasil,2,%,43.64080,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117329,F Construção,9504,Total
1,Brasil,2,%,41.86072,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117329,F Construção,9502,1 a 9 pessoas
1,Brasil,2,%,54.90909,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117329,F Construção,46281,10 a 49 pessoas
1,Brasil,2,%,63.01887,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117329,F Construção,73113,50 ou mais pessoas
1,Brasil,2,%,54.97776,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,9504,Total
1,Brasil,2,%,53.92944,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,9502,1 a 9 pessoas
1,Brasil,2,%,75.01774,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,46281,10 a 49 pessoas
1,Brasil,2,%,78.77814,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,73113,50 ou mais pessoas
1,Brasil,2,%,50.13601,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",9504,Total
1,Brasil,2,%,47.92337,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",9502,1 a 9 pessoas
1,Brasil,2,%,77.88162,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",46281,10 a 49 pessoas
1,Brasil,2,%,78.28571,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",73113,50 ou mais pessoas
1,Brasil,2,%,47.07520,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117543,I Alojamento e alimentação,9504,Total
1,Brasil,2,%,44.19957,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117543,I Alojamento e alimentação,9502,1 a 9 pessoas
1,Brasil,2,%,70.38285,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117543,I Alojamento e alimentação,46281,10 a 49 pessoas
1,Brasil,2,%,79.20000,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117543,I Alojamento e alimentação,73113,50 ou mais pessoas
1,Brasil,2,%,58.45758,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117555,J Informação e comunicação,9504,Total
1,Brasil,2,%,56.96368,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117555,J Informação e comunicação,9502,1 a 9 pessoas
1,Brasil,2,%,74.17219,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117555,J Informação e comunicação,46281,10 a 49 pessoas
1,Brasil,2,%,80.00000,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117555,J Informação e comunicação,73113,50 ou mais pessoas
1,Brasil,2,%,53.11180,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",9504,Total
1,Brasil,2,%,52.14650,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",9502,1 a 9 pessoas
1,Brasil,2,%,65.55556,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",46281,10 a 49 pessoas
1,Brasil,2,%,77.50000,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",73113,50 ou mais pessoas
1,Brasil,2,%,54.77032,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117666,L Atividades imobiliárias,9504,Total
1,Brasil,2,%,54.42804,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117666,L Atividades imobiliárias,9502,1 a 9 pessoas
1,Brasil,2,%,60.26490,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117666,L Atividades imobiliárias,46281,10 a 49 pessoas
1,Brasil,2,%,82.35294,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117666,L Atividades imobiliárias,73113,50 ou mais pessoas
1,Brasil,2,%,55.85207,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",9504,Total
1,Brasil,2,%,54.96462,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",9502,1 a 9 pessoas
1,Brasil,2,%,71.20879,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",46281,10 a 49 pessoas
1,Brasil,2,%,69.56522,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",73113,50 ou mais pessoas
1,Brasil,2,%,55.96025,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,9504,Total
1,Brasil,2,%,52.12564,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,9502,1 a 9 pessoas
1,Brasil,2,%,75.21336,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,46281,10 a 49 pessoas
1,Brasil,2,%,76.19048,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,73113,50 ou mais pessoas
1,Brasil,2,%,33.33333,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",9504,Total
1,Brasil,2,%,50.00000,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",9502,1 a 9 pessoas
1,Brasil,2,%,-,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",46281,10 a 49 pessoas
1,Brasil,2,%,-,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",73113,50 ou mais pessoas
1,Brasil,2,%,57.61966,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117788,P Educação,9504,Total
1,Brasil,2,%,54.18759,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117788,P Educação,9502,1 a 9 pessoas
1,Brasil,2,%,81.93225,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117788,P Educação,46281,10 a 49 pessoas
1,Brasil,2,%,83.09859,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117788,P Educação,73113,50 ou mais pessoas
1,Brasil,2,%,66.44238,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,9504,Total
1,Brasil,2,%,65.98790,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,9502,1 a 9 pessoas
1,Brasil,2,%,83.29238,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,46281,10 a 49 pessoas
1,Brasil,2,%,61.90476,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,73113,50 ou mais pessoas
1,Brasil,2,%,48.46491,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",9504,Total
1,Brasil,2,%,46.50559,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",9502,1 a 9 pessoas
1,Brasil,2,%,78.00000,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",46281,10 a 49 pessoas
1,Brasil,2,%,80.00000,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",73113,50 ou mais pessoas
1,Brasil,2,%,49.98693,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117861,S Outras atividades de serviços,9504,Total
1,Brasil,2,%,49.15047,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117861,S Outras atividades de serviços,9502,1 a 9 pessoas
1,Brasil,2,%,70.86331,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117861,S Outras atividades de serviços,46281,10 a 49 pessoas
1,Brasil,2,%,73.33333,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117861,S Outras atividades de serviços,73113,50 ou mais pessoas
1,Brasil,2,%,-,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117888,T Serviços domésticos,9504,Total
1,Brasil,2,%,-,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117888,T Serviços domésticos,9502,1 a 9 pessoas
1,Brasil,2,%,-,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117888,T Serviços domésticos,46281,10 a 49 pessoas
1,Brasil,2,%,-,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117888,T Serviços domésticos,73113,50 ou mais pessoas
1,Brasil,2,%,-,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,9504,Total
1,Brasil,2,%,-,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,9502,1 a 9 pessoas
1,Brasil,2,%,-,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,46281,10 a 49 pessoas
1,Brasil,2,%,-,1,Brasil,2019,2019,13237,Taxa de 3 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117897,Total,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117897,Total,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117897,Total,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117897,Total,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,116880,B Indústrias extrativas,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,116880,B Indústrias extrativas,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,116880,B Indústrias extrativas,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,116880,B Indústrias extrativas,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,116910,C Indústrias de transformação,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,116910,C Indústrias de transformação,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,116910,C Indústrias de transformação,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,116910,C Indústrias de transformação,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117296,D Eletricidade e gás,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117296,D Eletricidade e gás,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117296,D Eletricidade e gás,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117296,D Eletricidade e gás,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117329,F Construção,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117329,F Construção,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117329,F Construção,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117329,F Construção,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117543,I Alojamento e alimentação,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117543,I Alojamento e alimentação,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117543,I Alojamento e alimentação,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117543,I Alojamento e alimentação,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117555,J Informação e comunicação,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117555,J Informação e comunicação,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117555,J Informação e comunicação,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117555,J Informação e comunicação,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117666,L Atividades imobiliárias,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117666,L Atividades imobiliárias,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117666,L Atividades imobiliárias,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117666,L Atividades imobiliárias,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117788,P Educação,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117788,P Educação,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117788,P Educação,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117788,P Educação,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117861,S Outras atividades de serviços,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117861,S Outras atividades de serviços,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117861,S Outras atividades de serviços,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117861,S Outras atividades de serviços,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117888,T Serviços domésticos,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117888,T Serviços domésticos,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117888,T Serviços domésticos,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117888,T Serviços domésticos,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13238,Taxa de 4 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,117897,Total,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,117897,Total,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,117897,Total,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,117897,Total,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,116880,B Indústrias extrativas,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,116880,B Indústrias extrativas,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,116880,B Indústrias extrativas,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,116880,B Indústrias extrativas,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,116910,C Indústrias de transformação,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,116910,C Indústrias de transformação,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,116910,C Indústrias de transformação,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,116910,C Indústrias de transformação,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,117296,D Eletricidade e gás,9504,Total
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,117296,D Eletricidade e gás,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2019,2019,13239,Taxa de 5 anos de sobrevivência,117296,D Eletricidade e gás,46281,10 a 49 pessoas
